block,exp_event,task,timestamp,trial
3,Adjust Task begins for trial 37 in block 3,Adjust task,1575398654.006724,37
3,Adjust Task ends for trial 37 in block 3,,1575398655.838702,37
3,Ending trial 37 in block 3,End trial,1575398655.855278,37
3,Begin for trial 38 in block 3,Trial begins,1575398655.856508,38
3,Fixation dot begins for trial 38 in block 3,Fixation dot,1575398655.8567522,38
3,Image onset for trial 38 in block 3,Image onset,1575398657.346239,38
3,Adjust Task begins for trial 38 in block 3,Adjust task,1575398658.921367,38
3,Adjust Task ends for trial 38 in block 3,,1575398665.055357,38
3,Ending trial 38 in block 3,End trial,1575398665.073077,38
3,Begin for trial 39 in block 3,Trial begins,1575398665.0741582,39
3,Fixation dot begins for trial 39 in block 3,Fixation dot,1575398665.074304,39
3,Image onset for trial 39 in block 3,Image onset,1575398666.3985448,39
3,Adjust Task begins for trial 39 in block 3,Adjust task,1575398667.9548092,39
3,Adjust Task ends for trial 39 in block 3,,1575398668.5384068,39
3,Ending trial 39 in block 3,End trial,1575398668.5560372,39
3,Begin for trial 40 in block 3,Trial begins,1575398668.5674372,40
3,Fixation dot begins for trial 40 in block 3,Fixation dot,1575398668.567582,40
3,Image onset for trial 40 in block 3,Image onset,1575398669.729334,40
3,Adjust Task begins for trial 40 in block 3,Adjust task,1575398671.2720718,40
3,Adjust Task ends for trial 40 in block 3,,1575398673.104655,40
3,Ending trial 40 in block 3,End trial,1575398673.122383,40
3,Begin for trial 41 in block 3,Trial begins,1575398673.123583,41
3,Fixation dot begins for trial 41 in block 3,Fixation dot,1575398673.123668,41
3,Image onset for trial 41 in block 3,Image onset,1575398674.232754,41
3,Adjust Task begins for trial 41 in block 3,Adjust task,1575398675.805862,41
3,Adjust Task ends for trial 41 in block 3,,1575398676.2883441,41
3,Ending trial 41 in block 3,End trial,1575398676.306276,41
3,Begin for trial 42 in block 3,Trial begins,1575398676.307394,42
3,Fixation dot begins for trial 42 in block 3,Fixation dot,1575398676.3074791,42
3,Image onset for trial 42 in block 3,Image onset,1575398677.262273,42
3,Adjust Task begins for trial 42 in block 3,Adjust task,1575398678.80823,42
3,Adjust Task ends for trial 42 in block 3,,1575398679.971245,42
3,Ending trial 42 in block 3,End trial,1575398679.989722,42
3,Begin for trial 43 in block 3,Trial begins,1575398679.991143,43
3,Fixation dot begins for trial 43 in block 3,Fixation dot,1575398679.991402,43
3,Image onset for trial 43 in block 3,Image onset,1575398680.983351,43
3,Adjust Task begins for trial 43 in block 3,Adjust task,1575398682.5210922,43
3,Adjust Task ends for trial 43 in block 3,,1575398683.0227368,43
3,Ending trial 43 in block 3,End trial,1575398683.039505,43
3,Begin for trial 44 in block 3,Trial begins,1575398683.040458,44
3,Fixation dot begins for trial 44 in block 3,Fixation dot,1575398683.040534,44
3,Image onset for trial 44 in block 3,Image onset,1575398684.569866,44
3,Adjust Task begins for trial 44 in block 3,Adjust task,1575398686.1624389,44
3,Adjust Task ends for trial 44 in block 3,,1575398688.9565492,44
3,Ending trial 44 in block 3,End trial,1575398688.973259,44
3,Begin for trial 45 in block 3,Trial begins,1575398688.974404,45
3,Fixation dot begins for trial 45 in block 3,Fixation dot,1575398688.9745312,45
3,Image onset for trial 45 in block 3,Image onset,1575398690.527644,45
3,Adjust Task begins for trial 45 in block 3,Adjust task,1575398692.1061802,45
3,Adjust Task ends for trial 45 in block 3,,1575398694.805829,45
3,Ending trial 45 in block 3,End trial,1575398694.8230479,45
3,Begin for trial 46 in block 3,Trial begins,1575398694.824679,46
3,Fixation dot begins for trial 46 in block 3,Fixation dot,1575398694.824835,46
3,Image onset for trial 46 in block 3,Image onset,1575398696.162921,46
3,Adjust Task begins for trial 46 in block 3,Adjust task,1575398697.7056582,46
3,Adjust Task ends for trial 46 in block 3,,1575398698.422507,46
3,Ending trial 46 in block 3,End trial,1575398698.439404,46
3,Begin for trial 47 in block 3,Trial begins,1575398698.4405172,47
3,Fixation dot begins for trial 47 in block 3,Fixation dot,1575398698.440609,47
3,Image onset for trial 47 in block 3,Image onset,1575398699.9174201,47
3,Adjust Task begins for trial 47 in block 3,Adjust task,1575398701.4726,47
3,Adjust Task ends for trial 47 in block 3,,1575398704.088781,47
3,Ending trial 47 in block 3,End trial,1575398704.106596,47
3,Begin for trial 48 in block 3,Trial begins,1575398704.108042,48
3,Fixation dot begins for trial 48 in block 3,Fixation dot,1575398704.1082182,48
3,Image onset for trial 48 in block 3,Image onset,1575398705.235528,48
3,Adjust Task begins for trial 48 in block 3,Adjust task,1575398706.7728362,48
3,Adjust Task ends for trial 48 in block 3,,1575398709.1394272,48
3,Ending trial 48 in block 3,End trial,1575398709.156242,48
3,Begin for trial 49 in block 3,Trial begins,1575398709.157398,49
3,Fixation dot begins for trial 49 in block 3,Fixation dot,1575398709.157521,49
3,Image onset for trial 49 in block 3,Image onset,1575398710.34966,49
3,Adjust Task begins for trial 49 in block 3,Adjust task,1575398711.889524,49
3,Adjust Task ends for trial 49 in block 3,,1575398714.205892,49
3,Ending trial 49 in block 3,End trial,1575398714.222761,49
3,Begin for trial 50 in block 3,Trial begins,1575398714.223619,50
3,Fixation dot begins for trial 50 in block 3,Fixation dot,1575398714.223729,50
3,Image onset for trial 50 in block 3,Image onset,1575398715.796575,50
3,Adjust Task begins for trial 50 in block 3,Adjust task,1575398717.356132,50
3,Adjust Task ends for trial 50 in block 3,,1575398719.561416,50
3,Ending trial 50 in block 3,End trial,1575398719.572448,50
3,Begin for trial 51 in block 3,Trial begins,1575398719.573503,51
3,Fixation dot begins for trial 51 in block 3,Fixation dot,1575398719.573627,51
3,Image onset for trial 51 in block 3,Image onset,1575398720.365942,51
3,Adjust Task begins for trial 51 in block 3,Adjust task,1575398721.922555,51
3,Adjust Task ends for trial 51 in block 3,,1575398722.556475,51
3,Ending trial 51 in block 3,End trial,1575398722.575594,51
3,Begin for trial 52 in block 3,Trial begins,1575398722.581998,52
3,Fixation dot begins for trial 52 in block 3,Fixation dot,1575398722.582203,52
3,Image onset for trial 52 in block 3,Image onset,1575398723.459703,52
3,Adjust Task begins for trial 52 in block 3,Adjust task,1575398725.006231,52
3,Adjust Task ends for trial 52 in block 3,,1575398725.539799,52
3,Ending trial 52 in block 3,End trial,1575398725.55693,52
3,Begin for trial 53 in block 3,Trial begins,1575398725.558135,53
3,Fixation dot begins for trial 53 in block 3,Fixation dot,1575398725.558235,53
3,Image onset for trial 53 in block 3,Image onset,1575398727.080804,53
3,Adjust Task begins for trial 53 in block 3,Adjust task,1575398728.64012,53
3,Adjust Task ends for trial 53 in block 3,,1575398731.172429,53
3,Ending trial 53 in block 3,End trial,1575398731.190497,53
3,Begin for trial 54 in block 3,Trial begins,1575398731.191606,54
3,Fixation dot begins for trial 54 in block 3,Fixation dot,1575398731.191745,54
3,Image onset for trial 54 in block 3,Image onset,1575398732.336122,54
3,Adjust Task begins for trial 54 in block 3,Adjust task,1575398734.090406,54
3,Adjust Task ends for trial 54 in block 3,,1575398734.689503,54
3,Ending trial 54 in block 3,End trial,1575398734.707113,54
3,Begin for trial 55 in block 3,Trial begins,1575398734.70835,55
3,Fixation dot begins for trial 55 in block 3,Fixation dot,1575398734.708571,55
3,Image onset for trial 55 in block 3,Image onset,1575398735.58954,55
3,Adjust Task begins for trial 55 in block 3,Adjust task,1575398737.1390002,55
3,Adjust Task ends for trial 55 in block 3,,1575398740.4082298,55
3,Ending trial 55 in block 3,End trial,1575398740.423627,55
3,Begin for trial 56 in block 3,Trial begins,1575398740.424701,56
3,Fixation dot begins for trial 56 in block 3,Fixation dot,1575398740.4248571,56
3,Image onset for trial 56 in block 3,Image onset,1575398741.2486029,56
3,Adjust Task begins for trial 56 in block 3,Adjust task,1575398742.790325,56
3,Adjust Task ends for trial 56 in block 3,,1575398744.327083,56
3,Ending trial 56 in block 3,End trial,1575398744.33993,56
3,Begin for trial 57 in block 3,Trial begins,1575398744.3410418,57
3,Fixation dot begins for trial 57 in block 3,Fixation dot,1575398744.341125,57
3,Image onset for trial 57 in block 3,Image onset,1575398745.5062459,57
3,Adjust Task begins for trial 57 in block 3,Adjust task,1575398747.038927,57
3,Adjust Task ends for trial 57 in block 3,,1575398748.839666,57
3,Ending trial 57 in block 3,End trial,1575398748.857002,57
3,Begin for trial 58 in block 3,Trial begins,1575398748.8581288,58
3,Fixation dot begins for trial 58 in block 3,Fixation dot,1575398748.858277,58
3,Image onset for trial 58 in block 3,Image onset,1575398750.163198,58
3,Adjust Task begins for trial 58 in block 3,Adjust task,1575398751.706431,58
3,Adjust Task ends for trial 58 in block 3,,1575398753.42364,58
3,Ending trial 58 in block 3,End trial,1575398753.440801,58
3,Begin for trial 59 in block 3,Trial begins,1575398753.441819,59
3,Fixation dot begins for trial 59 in block 3,Fixation dot,1575398753.441909,59
3,Image onset for trial 59 in block 3,Image onset,1575398754.7140238,59
3,Adjust Task begins for trial 59 in block 3,Adjust task,1575398756.256463,59
3,Adjust Task ends for trial 59 in block 3,,1575398756.75685,59
3,Ending trial 59 in block 3,End trial,1575398756.7738838,59
3,Begin for trial 60 in block 3,Trial begins,1575398756.7749078,60
3,Fixation dot begins for trial 60 in block 3,Fixation dot,1575398756.775003,60
3,Image onset for trial 60 in block 3,Image onset,1575398758.101262,60
3,Adjust Task begins for trial 60 in block 3,Adjust task,1575398759.656974,60
3,Adjust Task ends for trial 60 in block 3,,1575398761.973599,60
3,Ending trial 60 in block 3,End trial,1575398761.990175,60
3,Begin for trial 61 in block 3,Trial begins,1575398761.9912572,61
3,Fixation dot begins for trial 61 in block 3,Fixation dot,1575398761.991411,61
3,Image onset for trial 61 in block 3,Image onset,1575398762.916019,61
3,Adjust Task begins for trial 61 in block 3,Adjust task,1575398764.473145,61
3,Adjust Task ends for trial 61 in block 3,,1575398765.690628,61
3,Ending trial 61 in block 3,End trial,1575398765.707902,61
3,Begin for trial 62 in block 3,Trial begins,1575398765.7087622,62
3,Fixation dot begins for trial 62 in block 3,Fixation dot,1575398765.708887,62
3,Image onset for trial 62 in block 3,Image onset,1575398767.0943701,62
3,Adjust Task begins for trial 62 in block 3,Adjust task,1575398768.640269,62
3,Adjust Task ends for trial 62 in block 3,,1575398770.989836,62
3,Ending trial 62 in block 3,End trial,1575398771.0094988,62
3,Begin for trial 63 in block 3,Trial begins,1575398771.010557,63
3,Fixation dot begins for trial 63 in block 3,Fixation dot,1575398771.010721,63
3,Image onset for trial 63 in block 3,Image onset,1575398772.045341,63
3,Adjust Task begins for trial 63 in block 3,Adjust task,1575398773.606792,63
3,Adjust Task ends for trial 63 in block 3,,1575398776.691065,63
3,Ending trial 63 in block 3,End trial,1575398776.707787,63
3,Begin for trial 64 in block 3,Trial begins,1575398776.708975,64
3,Fixation dot begins for trial 64 in block 3,Fixation dot,1575398776.7091079,64
3,Image onset for trial 64 in block 3,Image onset,1575398778.072879,64
3,Adjust Task begins for trial 64 in block 3,Adjust task,1575398779.6242619,64
3,Adjust Task ends for trial 64 in block 3,,1575398780.740694,64
3,Ending trial 64 in block 3,End trial,1575398780.7576141,64
3,Begin for trial 65 in block 3,Trial begins,1575398780.758976,65
3,Fixation dot begins for trial 65 in block 3,Fixation dot,1575398780.7591171,65
3,Image onset for trial 65 in block 3,Image onset,1575398782.001646,65
3,Adjust Task begins for trial 65 in block 3,Adjust task,1575398783.556902,65
3,Adjust Task ends for trial 65 in block 3,,1575398785.724268,65
3,Ending trial 65 in block 3,End trial,1575398785.744689,65
3,Begin for trial 66 in block 3,Trial begins,1575398785.7456698,66
3,Fixation dot begins for trial 66 in block 3,Fixation dot,1575398785.745811,66
3,Image onset for trial 66 in block 3,Image onset,1575398786.813306,66
3,Adjust Task begins for trial 66 in block 3,Adjust task,1575398788.357456,66
3,Adjust Task ends for trial 66 in block 3,,1575398789.873646,66
3,Ending trial 66 in block 3,End trial,1575398789.89089,66
3,Begin for trial 67 in block 3,Trial begins,1575398789.892084,67
3,Fixation dot begins for trial 67 in block 3,Fixation dot,1575398789.892172,67
3,Image onset for trial 67 in block 3,Image onset,1575398791.034796,67
3,Adjust Task begins for trial 67 in block 3,Adjust task,1575398792.590501,67
3,Adjust Task ends for trial 67 in block 3,,1575398795.1616168,67
3,Ending trial 67 in block 3,End trial,1575398795.174787,67
3,Begin for trial 68 in block 3,Trial begins,1575398795.175911,68
3,Fixation dot begins for trial 68 in block 3,Fixation dot,1575398795.176057,68
3,Image onset for trial 68 in block 3,Image onset,1575398796.091996,68
3,Adjust Task begins for trial 68 in block 3,Adjust task,1575398797.640491,68
3,Adjust Task ends for trial 68 in block 3,,1575398799.308165,68
3,Ending trial 68 in block 3,End trial,1575398799.324439,68
3,Begin for trial 69 in block 3,Trial begins,1575398799.325613,69
3,Fixation dot begins for trial 69 in block 3,Fixation dot,1575398799.325791,69
3,Image onset for trial 69 in block 3,Image onset,1575398800.202742,69
3,Adjust Task begins for trial 69 in block 3,Adjust task,1575398801.757495,69
3,Adjust Task ends for trial 69 in block 3,,1575398802.291393,69
3,Ending trial 69 in block 3,End trial,1575398802.308415,69
3,Begin for trial 70 in block 3,Trial begins,1575398802.3094242,70
3,Fixation dot begins for trial 70 in block 3,Fixation dot,1575398802.309542,70
3,Image onset for trial 70 in block 3,Image onset,1575398803.109501,70
3,Adjust Task begins for trial 70 in block 3,Adjust task,1575398804.65731,70
3,Adjust Task ends for trial 70 in block 3,,1575398805.1745548,70
3,Ending trial 70 in block 3,End trial,1575398805.191193,70
3,Begin for trial 71 in block 3,Trial begins,1575398805.1922,71
3,Fixation dot begins for trial 71 in block 3,Fixation dot,1575398805.192349,71
3,Image onset for trial 71 in block 3,Image onset,1575398806.571487,71
3,Adjust Task begins for trial 71 in block 3,Adjust task,1575398808.123651,71
3,Adjust Task ends for trial 71 in block 3,,1575398809.924448,71
3,Ending trial 71 in block 3,End trial,1575398809.943388,71
3,Begin for trial 72 in block 3,Trial begins,1575398809.944448,72
3,Fixation dot begins for trial 72 in block 3,Fixation dot,1575398809.944575,72
3,Image onset for trial 72 in block 3,Image onset,1575398810.916499,72
3,Adjust Task begins for trial 72 in block 3,Adjust task,1575398812.457066,72
3,Adjust Task ends for trial 72 in block 3,,1575398813.62339,72
3,Ending trial 72 in block 3,End trial,1575398813.6414962,72
3,Begin for trial 73 in block 3,Trial begins,1575398813.6426082,73
3,Fixation dot begins for trial 73 in block 3,Fixation dot,1575398813.642787,73
3,Image onset for trial 73 in block 3,Image onset,1575398815.159353,73
3,Adjust Task begins for trial 73 in block 3,Adjust task,1575398816.740679,73
3,Adjust Task ends for trial 73 in block 3,,1575398819.395894,73
3,Ending trial 73 in block 3,End trial,1575398819.407557,73
3,Begin for trial 74 in block 3,Trial begins,1575398819.408797,74
3,Fixation dot begins for trial 74 in block 3,Fixation dot,1575398819.4089322,74
3,Image onset for trial 74 in block 3,Image onset,1575398821.02791,74
3,Adjust Task begins for trial 74 in block 3,Adjust task,1575398822.592322,74
3,Adjust Task ends for trial 74 in block 3,,1575398824.357731,74
3,Ending trial 74 in block 3,End trial,1575398824.3750248,74
3,Begin for trial 75 in block 3,Trial begins,1575398824.376221,75
3,Fixation dot begins for trial 75 in block 3,Fixation dot,1575398824.3763719,75
3,Image onset for trial 75 in block 3,Image onset,1575398825.6213949,75
3,Adjust Task begins for trial 75 in block 3,Adjust task,1575398827.1740491,75
3,Adjust Task ends for trial 75 in block 3,,1575398828.159075,75
3,Ending trial 75 in block 3,End trial,1575398828.175167,75
3,Begin for trial 76 in block 3,Trial begins,1575398828.176078,76
3,Fixation dot begins for trial 76 in block 3,Fixation dot,1575398828.176151,76
3,Image onset for trial 76 in block 3,Image onset,1575398829.494703,76
3,Adjust Task begins for trial 76 in block 3,Adjust task,1575398831.058423,76
3,Adjust Task ends for trial 76 in block 3,,1575398833.541125,76
3,Ending trial 76 in block 3,End trial,1575398833.5630982,76
3,Begin for trial 77 in block 3,Trial begins,1575398833.564054,77
3,Fixation dot begins for trial 77 in block 3,Fixation dot,1575398833.564128,77
3,Image onset for trial 77 in block 3,Image onset,1575398835.01184,77
3,Adjust Task begins for trial 77 in block 3,Adjust task,1575398836.57482,77
3,Adjust Task ends for trial 77 in block 3,,1575398837.375015,77
3,Ending trial 77 in block 3,End trial,1575398837.391954,77
3,Begin for trial 78 in block 3,Trial begins,1575398837.3929348,78
3,Fixation dot begins for trial 78 in block 3,Fixation dot,1575398837.393016,78
3,Image onset for trial 78 in block 3,Image onset,1575398838.8954701,78
3,Adjust Task begins for trial 78 in block 3,Adjust task,1575398840.4586859,78
3,Adjust Task ends for trial 78 in block 3,,1575398841.991349,78
3,Ending trial 78 in block 3,End trial,1575398842.011047,78
3,Begin for trial 79 in block 3,Trial begins,1575398842.0121212,79
3,Fixation dot begins for trial 79 in block 3,Fixation dot,1575398842.012247,79
3,Image onset for trial 79 in block 3,Image onset,1575398843.595424,79
3,Adjust Task begins for trial 79 in block 3,Adjust task,1575398845.175526,79
3,Adjust Task ends for trial 79 in block 3,,1575398846.62528,79
3,Ending trial 79 in block 3,End trial,1575398846.641784,79
3,Begin for trial 80 in block 3,Trial begins,1575398846.642824,80
3,Fixation dot begins for trial 80 in block 3,Fixation dot,1575398846.643007,80
3,Image onset for trial 80 in block 3,Image onset,1575398847.948284,80
3,Adjust Task begins for trial 80 in block 3,Adjust task,1575398849.5080671,80
3,Adjust Task ends for trial 80 in block 3,,1575398850.928475,80
3,Ending trial 80 in block 3,End trial,1575398850.9414542,80
3,Begin for trial 81 in block 3,Trial begins,1575398850.942389,81
3,Fixation dot begins for trial 81 in block 3,Fixation dot,1575398850.9424589,81
3,Image onset for trial 81 in block 3,Image onset,1575398852.1960058,81
3,Adjust Task begins for trial 81 in block 3,Adjust task,1575398853.7823849,81
3,Adjust Task ends for trial 81 in block 3,,1575398855.475488,81
3,Ending trial 81 in block 3,End trial,1575398855.4925508,81
3,Begin for trial 82 in block 3,Trial begins,1575398855.493645,82
3,Fixation dot begins for trial 82 in block 3,Fixation dot,1575398855.49383,82
3,Image onset for trial 82 in block 3,Image onset,1575398856.4139168,82
3,Adjust Task begins for trial 82 in block 3,Adjust task,1575398857.9747462,82
3,Adjust Task ends for trial 82 in block 3,,1575398858.642365,82
3,Ending trial 82 in block 3,End trial,1575398858.661579,82
3,Begin for trial 83 in block 3,Trial begins,1575398858.6625721,83
3,Fixation dot begins for trial 83 in block 3,Fixation dot,1575398858.662712,83
3,Image onset for trial 83 in block 3,Image onset,1575398860.214962,83
3,Adjust Task begins for trial 83 in block 3,Adjust task,1575398861.791507,83
3,Adjust Task ends for trial 83 in block 3,,1575398862.392129,83
3,Ending trial 83 in block 3,End trial,1575398862.408834,83
3,Begin for trial 84 in block 3,Trial begins,1575398862.4099462,84
3,Fixation dot begins for trial 84 in block 3,Fixation dot,1575398862.4100301,84
3,Image onset for trial 84 in block 3,Image onset,1575398863.57583,84
3,Adjust Task begins for trial 84 in block 3,Adjust task,1575398865.141748,84
3,Adjust Task ends for trial 84 in block 3,,1575398865.676296,84
3,Ending trial 84 in block 3,End trial,1575398865.692085,84
3,Begin for trial 85 in block 3,Trial begins,1575398865.6932101,85
3,Fixation dot begins for trial 85 in block 3,Fixation dot,1575398865.693398,85
3,Image onset for trial 85 in block 3,Image onset,1575398866.59144,85
3,Adjust Task begins for trial 85 in block 3,Adjust task,1575398868.159251,85
3,Adjust Task ends for trial 85 in block 3,,1575398868.625793,85
3,Ending trial 85 in block 3,End trial,1575398868.6417868,85
3,Block 3 Ends,,1575398868.7160058,
